,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Shop_Day,Shop_Other,Shop_Dairy,Shop_Household,Shop_Meat,Group
4195,Male,No,22.0,No,Healthcare,0.0,Low,4.0,6.0,5.215,3.423,14.629000000000001,3.342,D
4196,Female,No,31.0,Yes,Entertainment,9.0,Low,3.0,7.0,9.312999999999999,16.192999999999998,-0.792,0.27899999999999997,D
4197,Male,No,25.0,Yes,Artist,9.0,Low,3.0,6.0,4.277,6.265,4.003,3.443,A
4198,Male,Yes,41.0,Yes,Healthcare,8.0,Low,3.0,6.0,11.998,4.566,7.007999999999999,6.625,C
4199,Male,Yes,36.0,Yes,Executive,9.0,High,3.0,6.0,11.384,9.465,10.457,9.437999999999999,C
4200,Male,Yes,48.0,Yes,Artist,1.0,High,5.0,2.0,13.454,0.483,0.254,2.9530000000000003,C
4201,Male,No,27.0,No,Artist,1.0,Low,1.0,6.0,6.112,2.7430000000000003,4.7860000000000005,-1.5630000000000002,B
4202,Male,No,35.0,Yes,Lawyer,1.0,Low,1.0,4.0,5.526,8.877,7.416,-0.98,D
4203,Female,Yes,39.0,Yes,Doctor,0.0,Average,3.0,6.0,7.14,9.488999999999999,12.477,4.721,C
4204,Male,Yes,38.0,No,Executive,0.0,Average,3.0,6.0,5.492000000000001,3.9419999999999997,4.963,6.879,A
4206,Male,No,38.0,Yes,Artist,1.0,average,3.0,6.0,6.185,3.036,3.3480000000000003,2.01,A
4207,Male,Yes,80.0,No,Artist,1.0,Low,2.0,6.0,6.7139999999999995,7.257000000000001,6.17,4.1339999999999995,A
4208,Male,Yes,57.0,Yes,Entertainment,1.0,average,2.0,6.0,16.892,4.437,0.6729999999999999,3.562,C
4209,Male,Yes,61.0,Yes,Entertainment,9.0,Average,2.0,6.0,0.8190000000000001,6.611000000000001,14.825,8.838,C
4210,Male,No,29.0,Yes,Healthcare,5.0,Low,4.0,2.0,0.462,5.896,8.001,-4.703,D
4211,Female,No,23.0,No,Healthcare,1.0,Low,4.0,6.0,7.24,7.1339999999999995,9.539,5.487,D
4212,Female,Yes,83.0,No,Lawyer,1.0,Low,1.0,6.0,9.03,8.576,8.436,10.354000000000001,D
4213,Male,Yes,40.0,Yes,Entertainment,0.0,Average,3.0,6.0,0.5920000000000001,3.345,6.104,0.9790000000000001,B
4214,Male,Yes,35.0,No,Artist,0.0,Low,6.0,4.0,20.726,4.5969999999999995,8.603,11.239,C
4215,Male,Yes,41.0,Yes,Doctor,9.0,Average,2.0,6.0,7.942,5.872000000000001,4.7669999999999995,-1.219,B
4216,Female,Yes,38.0,Yes,Artist,1.0,Average,2.0,6.0,2.42,7.646,8.616,1.8,B
4217,Male,Yes,81.0,No,Entertainment,1.0,Low,1.0,6.0,5.687,8.853,4.8469999999999995,4.941,A
4218,Female,Yes,58.0,Yes,Homemaker,2.0,Low,1.0,6.0,13.446,8.193,16.004,6.94,C
4219,Female,No,38.0,No,Engineer,8.0,average,1.0,4.0,9.415,1.213,2.214,4.9,A
4220,Male,Yes,18.0,No,Doctor,10.0,Low,2.0,6.0,9.741,10.467,0.474,-0.46,D
4221,Male,No,37.0,Yes,Artist,1.0,Low,4.0,6.0,-4.456,-0.855,5.686,0.083,B
4222,Male,Yes,43.0,No,Artist,4.0,Average,2.0,6.0,16.004,5.598,14.714,17.484,C
4223,Female,No,36.0,Yes,Doctor,4.0,Low,1.0,2.0,4.467,5.954,3.7,0.261,B
4224,Female,Yes,76.0,Yes,Lawyer,0.0,High,2.0,6.0,5.42,7.507000000000001,5.6579999999999995,5.956,A
4225,Male,No,33.0,No,Entertainment,14.0,Low,1.0,6.0,12.482999999999999,0.275,5.555,-4.0089999999999995,D
4226,Male,Yes,40.0,No,Executive,1.0,High,5.0,4.0,-2.174,8.385,4.3469999999999995,1.3969999999999998,B
4227,Male,Yes,47.0,No,Executive,1.0,High,7.0,2.0,10.243,2.469,4.643,5.6579999999999995,D
4228,Male,Yes,81.0,No,Lawyer,8.0,Low,2.0,6.0,2.824,1.9709999999999999,1.187,-1.935,B
4229,Male,No,27.0,Yes,Artist,10.0,Low,3.0,6.0,6.191,-6.657,7.822,8.119,D
4230,Male,No,29.0,No,Entertainment,1.0,Low,5.0,6.0,11.199000000000002,2.386,3.843,2.533,D
4231,Female,No,38.0,Yes,Doctor,4.0,Low,3.0,6.0,4.681,4.662,1.0390000000000001,2.237,A
4234,Male,No,47.0,No,Entertainment,1.0,average,1.0,4.0,4.527,5.593999999999999,6.062,7.024,A
4235,Female,No,33.0,Yes,Engineer,1.0,Low,5.0,7.0,-0.48100000000000004,0.35700000000000004,6.202000000000001,5.205,D
4236,Male,Yes,51.0,No,Entertainment,1.0,Average,5.0,4.0,1.35,2.887,7.385,6.233,D
4237,Female,Yes,86.0,No,Lawyer,1.0,High,2.0,6.0,7.369,4.279,2.536,4.471,A
4238,Female,Yes,40.0,Yes,Entertainment,1.0,Average,2.0,6.0,4.371,5.294,2.7239999999999998,2.759,A
4239,Male,Yes,59.0,Yes,Artist,3.0,Average,2.0,6.0,-2.262,3.33,1.3840000000000001,0.812,B
4240,Male,Yes,33.0,Yes,Doctor,0.0,Average,2.0,6.0,2.0869999999999997,3.562,8.515,-0.725,B
4242,Female,Yes,71.0,No,Artist,1.0,High,2.0,4.0,3.81,-3.388,2.912,1.6340000000000001,B
4243,Female,No,32.0,No,Entertainment,3.0,Low,6.0,4.0,8.107000000000001,9.335,1.374,5.05,D
4244,Male,Yes,26.0,No,Artist,3.0,average,2.0,6.0,9.05,7.102,5.9479999999999995,2.234,A
4246,Male,Yes,70.0,Yes,Artist,1.0,Low,2.0,6.0,2.378,2.572,10.13,0.632,B
4247,Male,Yes,30.0,No,Executive,5.0,High,4.0,6.0,5.746,-0.21899999999999997,6.445,4.261,A
4248,Male,Yes,37.0,No,Executive,9.0,High,6.0,6.0,0.258,7.06,2.6069999999999998,2.667,D
4249,Female,No,30.0,Yes,Doctor,0.0,Low,9.0,4.0,7.478,5.1080000000000005,6.9079999999999995,3.7489999999999997,A
4250,Female,No,23.0,No,Doctor,0.0,Low,3.0,6.0,13.535,4.001,10.797,20.874000000000002,C
4251,Female,No,42.0,Yes,Artist,0.0,Low,2.0,1.0,4.447,4.335,10.935,0.519,B
4252,Male,Yes,48.0,No,Executive,1.0,High,4.0,1.0,0.882,3.742,4.956,-3.08,B
4253,Male,No,28.0,Yes,Healthcare,0.0,Low,7.0,6.0,12.970999999999998,7.028,13.492,5.957999999999999,C
4254,Female,Yes,65.0,Yes,Artist,3.0,average,2.0,6.0,7.104,7.272,13.732999999999999,11.878,C
4255,Female,No,28.0,No,Doctor,0.0,Low,5.0,3.0,7.104,4.8389999999999995,9.484,3.116,A
4256,Male,Yes,85.0,Yes,Lawyer,1.0,Low,1.0,6.0,3.897,4.901,4.213,6.809,B
4257,Male,No,18.0,No,Healthcare,1.0,Low,4.0,6.0,10.523,5.129,0.873,-0.95,D
4258,Male,Yes,35.0,Yes,Artist,4.0,Average,2.0,2.0,14.024000000000001,5.7,11.048,5.6160000000000005,C
4259,Female,No,27.0,No,Engineer,1.0,average,1.0,4.0,9.156,7.659,5.587999999999999,1.787,A
4260,Male,Yes,68.0,Yes,Entertainment,0.0,Low,3.0,2.0,7.527,6.445,8.54,6.185,A
4261,Male,Yes,52.0,No,Engineer,0.0,Average,6.0,4.0,2.832,4.698,5.69,-1.9909999999999999,B
4262,Male,No,20.0,No,Healthcare,5.0,Low,5.0,2.0,8.869,7.505,7.334,-1.314,D
4263,Male,Yes,35.0,Yes,Artist,7.0,Low,3.0,6.0,15.658,6.14,7.858,1.196,D
4264,Female,No,21.0,Yes,Healthcare,0.0,Low,4.0,1.0,10.068999999999999,1.088,7.587000000000001,6.601,D
4265,Female,No,42.0,No,Entertainment,1.0,Low,3.0,6.0,4.092,2.265,1.125,4.96,A
4266,Female,Yes,50.0,Yes,Artist,0.0,Average,2.0,6.0,10.85,11.325,5.768,8.45,C
4268,Female,No,32.0,No,Artist,1.0,Low,6.0,4.0,12.575,7.617999999999999,4.944,-0.685,D
4269,Male,No,19.0,No,Healthcare,8.0,Low,5.0,2.0,6.331,8.16,1.359,3.466,D
4270,Male,No,22.0,No,Healthcare,0.0,Low,4.0,6.0,10.974,-0.132,1.9240000000000002,2.434,D
4271,Male,No,27.0,Yes,Healthcare,1.0,Low,3.0,6.0,19.602999999999998,14.09,11.41,10.952,C
4274,Female,No,40.0,No,Lawyer,8.0,Low,1.0,6.0,3.04,-0.10300000000000001,3.386,0.51,D
4276,Female,No,46.0,Yes,Artist,1.0,Low,1.0,3.0,2.725,3.08,1.275,2.722,B
4277,Male,Yes,65.0,Yes,Entertainment,3.0,Low,3.0,6.0,10.37,6.044,11.315,11.913,C
4278,Female,No,18.0,No,Healthcare,0.0,Low,4.0,6.0,5.8629999999999995,12.296,9.557,4.7589999999999995,D
4279,Female,Yes,53.0,Yes,Artist,2.0,Average,4.0,6.0,17.829,9.431000000000001,10.007,15.94,C
4281,Male,Yes,59.0,No,Executive,0.0,Low,5.0,4.0,1.632,3.2969999999999997,5.319,1.78,B
4282,Female,No,32.0,Yes,Healthcare,8.0,average,3.0,6.0,14.924000000000001,5.6,0.622,4.272,D
4283,Male,Yes,39.0,Yes,Artist,1.0,Average,3.0,6.0,-1.6219999999999999,5.162000000000001,-2.906,4.56,B
4284,Male,Yes,88.0,No,Artist,7.0,Low,1.0,6.0,14.055,9.039,4.6339999999999995,-0.16899999999999998,D
4285,Male,Yes,61.0,Yes,Executive,9.0,High,3.0,6.0,9.968,7.678999999999999,9.13,3.605,C
4286,Male,No,21.0,No,Healthcare,1.0,average,4.0,6.0,10.558,13.151,-1.869,4.809,D
4287,Male,No,40.0,Yes,Healthcare,1.0,Low,4.0,6.0,16.391,4.984,8.814,10.970999999999998,D
4288,Male,Yes,58.0,Yes,Artist,1.0,Average,4.0,6.0,12.407,11.468,10.866,5.74,C
4289,Female,No,27.0,Yes,Marketing,3.0,Low,3.0,6.0,7.095,10.254000000000001,2.214,0.17,D
4290,Female,Yes,51.0,Yes,Engineer,1.0,average,2.0,6.0,10.759,5.169,14.255,6.042000000000001,C
4291,Female,Yes,48.0,Yes,Engineer,0.0,High,4.0,6.0,7.002000000000001,1.65,5.129,3.467,B
4292,Male,No,25.0,Yes,Executive,3.0,average,3.0,6.0,7.104,9.895,2.128,10.562999999999999,D
4293,Male,Yes,89.0,No,Executive,0.0,High,2.0,6.0,4.959,4.698,4.061,2.434,A
4295,Female,No,40.0,Yes,Artist,6.0,Low,1.0,6.0,18.820999999999998,3.997,13.437000000000001,9.461,C
4296,Male,No,56.0,Yes,Artist,2.0,Low,1.0,6.0,4.06,-2.8160000000000003,2.449,3.984,B
4297,Male,Yes,36.0,Yes,Entertainment,9.0,High,3.0,6.0,6.606,-5.0489999999999995,3.234,2.975,B
4298,Female,No,38.0,Yes,Doctor,5.0,Low,3.0,2.0,7.053999999999999,7.769,4.973,5.392,A
4299,Male,Yes,47.0,Yes,Entertainment,1.0,Low,4.0,6.0,12.097999999999999,14.069,7.279,4.936,C
4300,Male,Yes,61.0,Yes,Artist,1.0,Average,4.0,6.0,12.999,10.131,10.121,12.009,C
4301,Male,Yes,89.0,Yes,Lawyer,0.0,High,2.0,6.0,18.533,13.399000000000001,6.405,7.462000000000001,C
4302,Male,Yes,55.0,No,Homemaker,2.0,Low,1.0,3.0,8.971,3.924,3.748,4.754,A
4304,Female,Yes,43.0,Yes,Artist,4.0,Average,2.0,6.0,8.201,5.734,2.694,6.817,A
4305,Male,No,28.0,No,Doctor,10.0,Low,3.0,6.0,7.7829999999999995,12.642999999999999,8.198,18.525,C
4306,Male,Yes,42.0,No,Entertainment,0.0,Average,4.0,4.0,2.269,5.254,4.163,-2.773,B
4307,Male,No,33.0,Yes,Artist,1.0,average,3.0,4.0,5.68,8.005,-2.705,6.124,D
4308,Female,Yes,60.0,No,Lawyer,1.0,High,2.0,6.0,15.61,11.15,12.495999999999999,6.58,C
4309,Male,No,59.0,Yes,Artist,1.0,Low,1.0,6.0,1.983,1.189,6.405,1.6469999999999998,B
4310,Male,No,31.0,Yes,Healthcare,0.0,Low,3.0,5.0,1.1179999999999999,6.419,10.682,4.7010000000000005,D
4311,Female,No,31.0,Yes,Artist,2.0,Low,3.0,6.0,6.443,3.5,5.779,4.672,A
4312,Male,Yes,43.0,Yes,Doctor,14.0,Low,2.0,6.0,6.747000000000001,3.123,6.862,0.43799999999999994,A
4313,Female,No,42.0,Yes,Marketing,10.0,Low,3.0,6.0,18.297,6.165,9.675,-3.5010000000000003,D
4314,Male,Yes,29.0,No,Entertainment,7.0,Average,2.0,3.0,3.83,4.602,0.68,6.697,D
4315,Female,No,53.0,Yes,Artist,3.0,average,3.0,4.0,7.227,3.2,7.026,6.267,A
4316,Female,No,21.0,No,Healthcare,8.0,Low,7.0,2.0,3.305,3.625,9.401,-1.8219999999999998,D
4317,Male,No,41.0,Yes,Entertainment,7.0,Low,2.0,1.0,11.395999999999999,5.617000000000001,5.5920000000000005,-0.7659999999999999,D
4318,Male,Yes,40.0,Yes,Doctor,0.0,Average,3.0,3.0,6.6610000000000005,7.555,7.247000000000001,6.1739999999999995,A
4319,Male,No,31.0,No,Healthcare,1.0,average,4.0,6.0,11.501,11.681,6.886,17.835,C
4320,Male,No,26.0,Yes,Doctor,4.0,Low,3.0,2.0,6.8420000000000005,2.782,6.222,4.148,A
4321,Female,No,18.0,No,Healthcare,0.0,Low,5.0,4.0,3.765,6.268,4.753,-2.648,D
4322,Female,No,19.0,No,Healthcare,8.0,average,3.0,6.0,9.214,3.295,-1.349,-4.168,D
4323,Male,Yes,42.0,Yes,Executive,1.0,High,3.0,6.0,20.146,-0.5770000000000001,4.122,9.627,C
4324,Female,Yes,52.0,No,Engineer,9.0,Average,5.0,4.0,4.4510000000000005,6.001,3.3539999999999996,-0.557,B
4325,Female,Yes,50.0,Yes,Artist,4.0,Average,3.0,5.0,14.198,8.63,7.779,10.237,C
4326,Male,No,33.0,No,Entertainment,1.0,Low,3.0,6.0,2.865,2.673,10.877,1.286,D
4328,Male,Yes,71.0,Yes,Executive,0.0,average,3.0,6.0,8.722999999999999,6.542000000000001,4.175,5.653,A
4329,Female,Yes,59.0,No,Entertainment,8.0,Average,2.0,6.0,-1.255,4.655,3.0010000000000003,0.55,B
4331,Male,Yes,29.0,No,Executive,1.0,High,3.0,6.0,11.306,0.773,9.881,0.251,D
4332,Male,Yes,43.0,No,Executive,4.0,average,5.0,4.0,7.3229999999999995,3.983,3.909,2.0069999999999997,A
4333,Female,No,52.0,Yes,Artist,1.0,Low,1.0,6.0,4.283,2.992,1.105,0.349,A
4334,Male,Yes,36.0,Yes,Homemaker,1.0,Average,2.0,3.0,7.207999999999999,7.702000000000001,3.755,15.208,C
4335,Female,No,59.0,Yes,Doctor,0.0,Low,4.0,6.0,4.996,2.169,7.776,2.778,B
4336,Female,No,23.0,No,Healthcare,1.0,Low,3.0,6.0,10.434000000000001,0.551,8.704,2.504,D
4337,Female,No,39.0,Yes,Artist,0.0,Low,1.0,4.0,2.9389999999999996,4.526,1.119,2.251,B
4338,Male,Yes,39.0,Yes,Entertainment,1.0,Average,2.0,6.0,2.291,-1.331,2.577,5.135,B
4339,Female,Yes,46.0,Yes,Entertainment,5.0,Low,2.0,6.0,5.13,6.787000000000001,7.94,6.422999999999999,A
4340,Male,No,33.0,No,Marketing,0.0,Low,4.0,3.0,5.979,12.175,7.417000000000001,3.4360000000000004,C
4341,Male,Yes,53.0,Yes,Executive,0.0,High,4.0,6.0,20.745,4.802,11.527999999999999,-0.10400000000000001,C
4343,Female,Yes,62.0,Yes,Artist,1.0,Low,1.0,6.0,-1.6480000000000001,5.268,4.962,-3.5189999999999997,B
4344,Male,Yes,46.0,Yes,Artist,1.0,Average,5.0,2.0,5.656000000000001,10.157,15.850999999999999,6.131,C
4345,Male,Yes,40.0,Yes,Artist,0.0,Average,2.0,6.0,19.152,12.552,10.793,7.331,C
4346,Male,No,62.0,Yes,Entertainment,1.0,Low,4.0,2.0,13.897,5.95,15.948,11.867,C
4347,Female,No,31.0,Yes,Healthcare,1.0,Low,2.0,4.0,16.834,6.019,7.546,2.28,D
4348,Female,No,25.0,No,Artist,1.0,average,3.0,6.0,19.282,2.005,6.275,-1.013,C
4349,Male,No,23.0,No,Marketing,0.0,Low,3.0,0.0,8.908,4.0089999999999995,11.472999999999999,8.147,C
4350,Male,No,22.0,No,Marketing,3.0,Low,6.0,3.0,13.34,4.52,2.215,6.188,D
4351,Female,Yes,47.0,Yes,Artist,1.0,High,6.0,6.0,6.504,6.497000000000001,1.413,1.23,B
4352,Male,Yes,68.0,Yes,Artist,0.0,High,2.0,6.0,4.507,0.871,2.718,-1.5130000000000001,B
4355,Male,Yes,27.0,No,Executive,0.0,Low,6.0,6.0,9.952,3.6919999999999997,-0.387,1.109,D
4356,Male,Yes,38.0,Yes,Entertainment,2.0,Average,3.0,3.0,7.104,7.437,5.707000000000001,2.7510000000000003,B
4358,Female,Yes,46.0,No,Artist,5.0,Low,5.0,6.0,18.271,7.794,11.921,4.436,C
4359,Female,Yes,37.0,Yes,Artist,1.0,average,2.0,6.0,16.842,3.983,7.064,6.603,C
4361,Female,No,29.0,No,Artist,1.0,Low,1.0,3.0,7.41,6.157,1.399,6.995,A
4363,Male,Yes,82.0,No,Executive,1.0,High,2.0,4.0,14.222999999999999,12.321,6.787000000000001,11.061,D
4364,Female,Yes,48.0,Yes,Doctor,1.0,Low,1.0,3.0,11.032,2.24,5.226,1.1440000000000001,D
4365,Male,Yes,67.0,Yes,Artist,1.0,average,2.0,6.0,-1.704,-0.237,5.869,-1.22,B
4366,Female,Yes,77.0,Yes,Lawyer,0.0,High,2.0,6.0,9.835,4.686,6.136,-1.143,B
4368,Male,Yes,69.0,Yes,Executive,0.0,average,3.0,6.0,7.843999999999999,2.655,4.183,0.515,A
4369,Male,Yes,40.0,Yes,Artist,1.0,average,3.0,6.0,11.630999999999998,15.829,8.471,6.294,C
4370,Male,Yes,61.0,Yes,Artist,0.0,Low,3.0,6.0,5.151,3.0239999999999996,3.147,-2.3680000000000003,B
4371,Male,Yes,46.0,Yes,Artist,0.0,Average,5.0,6.0,5.936,4.726,3.61,2.121,B
4373,Male,Yes,39.0,Yes,Artist,0.0,Average,3.0,6.0,9.922,6.546,7.156000000000001,7.519,C
4374,Female,Yes,89.0,Yes,Artist,0.0,High,3.0,6.0,12.054,-0.524,8.331,7.792999999999999,C
4375,Male,Yes,30.0,No,Artist,1.0,Average,3.0,6.0,0.9540000000000001,6.188,4.614,-2.596,B
4377,Female,Yes,47.0,Yes,Engineer,0.0,Average,3.0,6.0,5.138,5.122000000000001,6.794,3.9339999999999997,A
4378,Female,No,22.0,No,Healthcare,0.0,average,3.0,3.0,5.867999999999999,6.204,3.736,8.172,D
4379,Female,No,42.0,Yes,Artist,7.0,Low,3.0,6.0,14.509,11.039000000000001,10.929,16.985,C
4380,Male,Yes,69.0,Yes,Artist,0.0,High,2.0,6.0,10.989,4.828,11.844000000000001,8.508,C
4381,Female,No,30.0,Yes,Entertainment,0.0,Low,5.0,1.0,6.669,2.49,8.84,-1.504,D
4382,Male,Yes,39.0,No,Executive,12.0,average,7.0,6.0,1.798,-0.888,8.216000000000001,6.925,B
4383,Male,No,27.0,No,Artist,1.0,Low,1.0,4.0,6.712000000000001,2.015,12.311,6.666,D
4384,Male,Yes,30.0,No,Engineer,1.0,Average,3.0,4.0,8.404,4.112,7.537999999999999,3.83,A
4385,Male,Yes,47.0,Yes,Executive,7.0,High,4.0,6.0,17.214000000000002,4.16,15.159,6.992999999999999,C
4386,Female,Yes,81.0,No,Lawyer,0.0,High,2.0,6.0,0.867,4.166,4.0760000000000005,0.64,B
4387,Male,Yes,42.0,No,Doctor,0.0,Average,3.0,6.0,3.8989999999999996,6.523,1.979,-3.327,B
4388,Female,No,43.0,Yes,Artist,1.0,Low,1.0,4.0,1.682,5.855,4.316,5.744,B
4389,Female,No,31.0,No,Entertainment,11.0,Low,5.0,7.0,12.786,12.479000000000001,9.835,-1.131,D
4390,Female,Yes,39.0,Yes,Artist,8.0,Average,3.0,6.0,0.927,6.466,5.041,-5.086,B
4391,Female,Yes,57.0,Yes,Artist,0.0,Average,4.0,4.0,14.353,6.14,11.997,3.156,C
4393,Male,No,43.0,Yes,Doctor,0.0,Low,3.0,6.0,12.683,0.8740000000000001,7.885,2.951,D
4394,Female,No,31.0,No,Healthcare,0.0,Low,3.0,6.0,-2.95,5.684,5.021,-0.833,B
4395,Female,No,28.0,Yes,Engineer,1.0,Low,6.0,2.0,4.708,3.505,4.357,4.651,A
4396,Male,Yes,58.0,Yes,Artist,0.0,Average,2.0,4.0,4.019,6.7620000000000005,0.95,1.452,B
4397,Male,Yes,71.0,Yes,Lawyer,0.0,High,2.0,6.0,15.502,3.425,12.714,5.6129999999999995,C
4398,Female,Yes,36.0,Yes,Homemaker,0.0,Average,2.0,6.0,-2.016,7.747000000000001,5.5089999999999995,-0.555,B
4399,Female,No,43.0,Yes,Artist,1.0,Low,3.0,6.0,4.4430000000000005,2.313,4.321000000000001,5.254,A
4400,Male,Yes,69.0,Yes,Artist,1.0,Low,2.0,6.0,2.8110000000000004,8.445,3.069,-1.135,B
4401,Male,Yes,77.0,Yes,Lawyer,0.0,Low,1.0,6.0,11.04,5.1339999999999995,6.9239999999999995,4.191,A
4402,Male,Yes,50.0,Yes,Artist,1.0,Average,4.0,6.0,14.345,5.079,8.622,7.399,C
4403,Female,Yes,50.0,Yes,Artist,1.0,Average,4.0,6.0,1.374,-1.344,6.086,1.087,B
4404,Female,No,40.0,Yes,Healthcare,6.0,Low,2.0,6.0,7.077999999999999,4.721,4.038,3.665,D
4405,Female,Yes,43.0,Yes,Engineer,9.0,Average,2.0,6.0,13.702,15.583,8.965,10.32,C
4406,Male,No,40.0,No,Entertainment,1.0,Low,1.0,6.0,3.85,6.011,1.3869999999999998,2.162,D
4407,Male,Yes,35.0,Yes,Artist,1.0,Average,3.0,6.0,16.297,6.497000000000001,11.715,-0.307,D
4408,Female,Yes,65.0,Yes,Lawyer,0.0,High,3.0,6.0,20.656,5.775,16.775,10.872,C
4409,Female,Yes,46.0,Yes,Artist,0.0,Average,4.0,3.0,8.044,3.7960000000000003,3.827,0.493,B
4410,Male,Yes,35.0,No,Entertainment,1.0,Average,4.0,4.0,2.085,0.88,5.277,-2.985,B
4411,Female,Yes,86.0,No,Lawyer,0.0,High,2.0,6.0,11.03,1.643,3.4989999999999997,3.068,A
4412,Male,No,63.0,No,Entertainment,7.0,Low,1.0,6.0,6.513,2.295,4.734,5.085,A
4413,Female,Yes,40.0,Yes,Artist,9.0,average,5.0,6.0,8.935,-0.435,6.755,2.799,B
4414,Female,Yes,55.0,Yes,Artist,10.0,average,1.0,6.0,0.5539999999999999,-0.34700000000000003,4.104,-0.7609999999999999,B
4415,Male,No,37.0,Yes,Healthcare,1.0,Low,4.0,4.0,-2.875,4.706,5.225,0.721,B
4416,Male,No,31.0,Yes,Artist,0.0,Low,1.0,6.0,3.497,6.522,1.794,0.048,B
4417,Male,No,28.0,Yes,Healthcare,4.0,average,4.0,6.0,11.91,2.741,9.586,4.65,D
4418,Female,Yes,48.0,Yes,Engineer,1.0,High,3.0,6.0,5.171,1.446,8.871,0.883,B
4419,Male,No,38.0,Yes,Artist,1.0,Low,2.0,6.0,8.307,0.7809999999999999,2.326,7.516,A
4420,Male,Yes,57.0,Yes,Artist,1.0,Average,5.0,6.0,14.34,5.591,13.315,11.092,C
4421,Female,No,48.0,No,Entertainment,1.0,average,1.0,6.0,-0.375,7.4670000000000005,4.702,0.35600000000000004,B
4422,Female,Yes,79.0,Yes,Lawyer,4.0,High,3.0,6.0,3.342,7.709,2.7289999999999996,2.945,B
4423,Male,Yes,81.0,Yes,Lawyer,1.0,Low,1.0,6.0,0.9520000000000001,5.0280000000000005,6.426,4.111000000000001,B
4424,Female,No,21.0,No,Marketing,1.0,Low,8.0,6.0,18.259,11.717,11.706,4.251,C
4425,Female,No,33.0,Yes,Healthcare,1.0,Low,2.0,6.0,20.225,9.349,6.36,12.04,C
4426,Male,No,38.0,Yes,Artist,0.0,average,2.0,6.0,5.162999999999999,2.416,3.065,-2.02,B
4427,Female,Yes,37.0,Yes,Artist,1.0,Average,3.0,6.0,3.701,6.906000000000001,2.105,-2.793,B
4429,Male,Yes,38.0,Yes,Artist,8.0,Average,2.0,4.0,-0.205,3.016,8.082,-6.327000000000001,B
4430,Female,Yes,39.0,Yes,Artist,1.0,Average,4.0,6.0,7.973,6.569,2.3890000000000002,3.658,A
4431,Female,Yes,59.0,Yes,Artist,0.0,High,2.0,6.0,9.302,2.8160000000000003,17.115,1.6540000000000001,C
4433,Male,Yes,80.0,Yes,Lawyer,1.0,Low,1.0,6.0,15.545,6.122999999999999,9.136000000000001,4.811,C
4434,Male,Yes,42.0,No,Entertainment,6.0,Low,3.0,6.0,0.29600000000000004,3.275,9.883,-2.931,B
4435,Male,Yes,75.0,Yes,Lawyer,2.0,Low,1.0,6.0,9.11,3.511,16.213,5.831,D
4436,Female,No,29.0,No,Engineer,9.0,Low,2.0,4.0,3.307,5.897,5.11,7.111000000000001,A
4437,Female,No,33.0,Yes,Engineer,1.0,Low,2.0,6.0,4.397,9.641,5.932,4.922,A
4438,Female,Yes,63.0,Yes,Artist,1.0,Low,2.0,6.0,5.7410000000000005,-0.907,5.526,2.055,B
4439,Male,No,33.0,Yes,Entertainment,9.0,Low,6.0,6.0,13.901,8.102,9.26,3.697,D
4440,Male,No,22.0,No,Healthcare,8.0,Low,4.0,6.0,9.729,12.325999999999999,-1.046,0.7170000000000001,D
4441,Male,Yes,36.0,Yes,Artist,8.0,Average,2.0,6.0,22.646,5.131,13.347000000000001,4.4910000000000005,C
4442,Female,Yes,53.0,Yes,Artist,0.0,average,3.0,6.0,7.104,12.423,5.702000000000001,11.825,C
4443,Male,Yes,35.0,Yes,Entertainment,6.0,Low,5.0,3.0,5.343,2.3,1.896,7.895,D
4444,Female,Yes,29.0,Yes,Healthcare,6.0,Average,2.0,6.0,5.553,5.3229999999999995,2.077,3.667,A
4445,Female,Yes,31.0,Yes,Healthcare,0.0,Low,1.0,1.0,17.472,7.6770000000000005,8.18,6.877000000000001,D
4446,Male,Yes,38.0,Yes,Artist,0.0,average,4.0,3.0,4.769,6.811,2.997,8.81,A
4447,Male,No,22.0,No,Healthcare,9.0,Low,8.0,6.0,3.41,3.8789999999999996,3.542,2.475,D
4448,Female,Yes,40.0,Yes,Artist,1.0,average,3.0,4.0,13.897,8.687999999999999,6.732,2.062,C
4449,Female,Yes,42.0,No,Engineer,1.0,Average,6.0,4.0,2.742,8.176,2.628,5.689,B
4450,Male,No,78.0,Yes,Entertainment,1.0,average,1.0,6.0,14.092,11.145999999999999,10.887,4.341,C
4451,Female,Yes,77.0,Yes,Lawyer,6.0,High,2.0,6.0,-5.346,2.364,2.036,2.313,B
4452,Male,Yes,79.0,Yes,Lawyer,1.0,average,2.0,6.0,16.72,5.138999999999999,13.684000000000001,14.765999999999998,C
4453,Male,Yes,53.0,Yes,Healthcare,3.0,High,4.0,7.0,5.435,2.862,6.532,0.687,B
4454,Female,Yes,42.0,Yes,Artist,1.0,Low,2.0,6.0,4.272,8.152999999999999,7.104,5.669,A
4455,Female,No,72.0,Yes,Artist,1.0,Low,2.0,2.0,1.646,9.667,1.1059999999999999,-5.066,B
4456,Male,Yes,71.0,No,Executive,1.0,Average,2.0,6.0,12.14,0.5770000000000001,10.785,5.853,C
4457,Female,No,25.0,No,Engineer,9.0,average,1.0,6.0,11.48,0.973,6.997000000000001,6.122999999999999,D
