,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Shop_Day,Shop_Other,Shop_Dairy,Shop_Household,Shop_Meat,Group,Avg_Shop
3398,Male,Yes,52.0,No,Artist,7.0,low,1.0,6.0,9.799,9.885,8.649,10.349,C,9.67
3399,Female,Yes,45.0,Yes,Artist,4.0,average,4.0,2.0,16.455,4.781,11.337,5.668,C,9.56
3400,Male,Yes,63.0,No,Entertainment,0.0,average,5.0,6.0,3.058,3.183,2.529,5.896,C,3.666
3401,Female,Yes,81.0,Yes,Lawyer,1.0,high,2.0,6.0,7.526,3.057,5.145,3.379,A,4.777
3402,Male,Yes,35.0,No,Marketing,0.0,low,3.0,4.0,6.685,6.522,7.795,1.598,D,5.65
3403,Male,No,39.0,Yes,Artist,8.0,low,3.0,6.0,17.324,8.21,4.405,4.521,C,8.615
3404,Male,Yes,37.0,Yes,Healthcare,0.0,average,7.0,4.0,10.305,3.268,1.381,-2.464,D,3.122
3405,Male,Yes,83.0,Yes,Lawyer,1.0,high,2.0,6.0,2.817,4.992,2.227,5.775,A,3.953
3406,Female,Yes,47.0,No,Engineer,10.0,low,2.0,3.0,16.589,0.786,-4.904,5.063,D,4.384
3407,Male,Yes,65.0,Yes,Lawyer,1.0,high,2.0,6.0,5.167,3.469,2.449,5.102,A,4.047
3408,Male,No,40.0,No,Healthcare,1.0,average,5.0,4.0,13.498,0.922,12.982,13.283,C,10.171
3409,Male,No,40.0,Yes,Artist,9.0,average,3.0,6.0,8.042,5.476,6.642,3.431,A,5.898
3410,Male,No,27.0,Yes,Executive,0.0,low,6.0,6.0,3.169,5.517,-5.656,5.365,D,2.099
3411,Female,Yes,56.0,Yes,Artist,0.0,average,2.0,3.0,7.561,10.947,8.523,9.462,C,9.123
3412,Male,No,53.0,Yes,Artist,1.0,low,2.0,4.0,19.055,10.289,10.777,4.467,C,11.147
3413,Male,Yes,55.0,Yes,Entertainment,0.0,average,4.0,3.0,14.995,7.288,11.594,9.056,C,10.733
3414,Male,Yes,65.0,Yes,Lawyer,0.0,low,2.0,1.0,6.648,5.577,7.786,6.832,A,6.711
3415,Female,No,26.0,Yes,Engineer,0.0,low,6.0,4.0,-2.718,4.603,2.174,4.403,B,2.116
3416,Female,No,28.0,Yes,Healthcare,1.0,low,3.0,6.0,12.238,3.101,4.766,4.406,D,6.128
3417,Male,Yes,40.0,Yes,Executive,1.0,average,4.0,6.0,3.532,5.827,7.228,2.672,A,4.815
3418,Male,No,40.0,No,Entertainment,5.0,low,1.0,3.0,4.292,7.338,4.14,1.485,A,4.314
3419,Male,Yes,42.0,No,Executive,1.0,average,4.0,6.0,3.637,4.888,10.005,3.549,B,5.52
3420,Male,Yes,37.0,Yes,Entertainment,1.0,low,4.0,6.0,5.828,4.248,1.708,8.436,A,5.055
3421,Female,No,22.0,No,Healthcare,0.0,low,5.0,6.0,8.014,-1.462,-2.395,4.535,D,2.173
3422,Female,Yes,40.0,No,Healthcare,0.0,low,5.0,5.0,6.383,10.232,7.247,-1.565,D,5.574
3423,Male,Yes,28.0,No,Executive,0.0,average,3.0,6.0,12.548,-0.437,5.783,5.482,D,5.844
3424,Male,Yes,51.0,Yes,Artist,1.0,low,2.0,6.0,2.56,1.441,4.314,1.785,B,2.525
3425,Female,No,32.0,Yes,Healthcare,1.0,low,3.0,6.0,11.64,3.932,8.85,1.315,D,6.434
3426,Female,Yes,33.0,Yes,Healthcare,2.0,average,1.0,5.0,6.286,5.438,6.286,6.053,A,6.016
3427,Female,No,27.0,No,Homemaker,8.0,low,1.0,6.0,7.522,8.597,3.6,6.503,D,6.556
3428,Male,No,18.0,No,Healthcare,0.0,low,3.0,2.0,6.242,13.854,2.992,4.695,D,6.946
3429,Male,Yes,81.0,No,Executive,1.0,high,2.0,6.0,3.15,9.218,7.546,3.341,B,5.814
3430,Female,No,59.0,Yes,Artist,0.0,low,2.0,6.0,17.799,11.095,13.297,2.076,C,11.067
3431,Male,Yes,53.0,Yes,Executive,0.0,high,3.0,6.0,7.384,9.482,-1.304,0.26,B,3.956
3432,Male,Yes,38.0,No,Doctor,1.0,average,4.0,6.0,0.889,2.005,7.104,6.15,B,4.037
3433,Male,No,20.0,No,Healthcare,1.0,low,2.0,4.0,10.691,8.712,-0.131,1.008,D,5.07
3434,Female,No,40.0,Yes,Doctor,7.0,low,1.0,6.0,1.785,3.685,7.113,6.775,A,4.839
3435,Male,Yes,37.0,Yes,Executive,9.0,high,2.0,3.0,3.595,6.432,7.391,3.01,A,5.107
3436,Male,Yes,31.0,No,Doctor,8.0,low,2.0,2.0,6.88,4.316,2.836,6.088,A,5.03
3437,Male,Yes,40.0,Yes,Executive,1.0,average,3.0,6.0,12.293,4.385,10.221,18.223,C,11.28
3438,Male,Yes,35.0,Yes,Executive,0.0,high,4.0,6.0,6.856,7.093,3.325,2.422,A,4.924
3439,Male,Yes,35.0,Yes,Entertainment,0.0,low,2.0,6.0,10.834,0.769,5.063,-0.237,D,4.107
3440,Female,No,39.0,Yes,Artist,5.0,average,3.0,6.0,1.58,1.004,2.782,0.044,B,1.352
3441,Male,Yes,79.0,Yes,Lawyer,2.0,low,1.0,6.0,11.232,7.068,8.582,9.41,D,9.073
3442,Male,Yes,42.0,Yes,Artist,8.0,average,2.0,6.0,12.306,10.981,9.889,8.133,C,10.327
3443,Male,Yes,42.0,No,Engineer,1.0,average,3.0,6.0,13.159,5.703,26.944,13.739,C,14.886
3444,Female,No,32.0,No,Engineer,9.0,average,4.0,5.0,3.95,2.772,6.052,4.03,A,4.201
3445,Female,Yes,52.0,Yes,Engineer,1.0,average,3.0,3.0,7.606,3.963,8.135,2.207,A,5.478
3446,Male,Yes,59.0,Yes,Artist,1.0,high,2.0,6.0,18.487,9.315,16.659,4.508,C,12.242
3447,Male,Yes,51.0,Yes,Executive,4.0,high,3.0,6.0,13.058,12.241,15.916,6.856,C,12.018
3448,Female,No,32.0,Yes,Healthcare,0.0,low,1.0,4.0,3.411,2.541,6.458,8.851,D,5.315
3449,Male,Yes,49.0,Yes,Artist,1.0,low,1.0,6.0,5.132,6.422,5.865,5.428,A,5.712
3450,Female,No,40.0,No,Doctor,1.0,low,3.0,3.0,16.015,15.465,4.138,8.272,C,10.972
3451,Female,No,61.0,Yes,Entertainment,3.0,low,1.0,6.0,3.75,4.473,2.948,5.427,A,4.15
3452,Female,Yes,86.0,No,Lawyer,8.0,high,2.0,6.0,4.759,6.642,9.365,-2.375,B,4.598
3453,Female,Yes,29.0,Yes,Artist,10.0,low,2.0,6.0,0.891,-2.366,4.402,2.266,B,1.298
3454,Male,No,46.0,No,Marketing,1.0,low,4.0,3.0,7.374,2.279,-2.906,6.449,D,3.299
3455,Male,No,28.0,Yes,Artist,8.0,low,3.0,6.0,20.047,7.571,6.709,13.471,C,11.949
3456,Female,No,53.0,Yes,Engineer,1.0,low,1.0,6.0,3.828,3.577,3.111,8.483,A,4.75
3457,Female,Yes,65.0,No,Marketing,1.0,average,3.0,6.0,6.471,4.289,4.766,4.841,D,5.092
3458,Male,No,32.0,No,Entertainment,0.0,low,6.0,3.0,2.474,5.289,2.039,3.888,D,3.422
3459,Female,No,31.0,No,Healthcare,6.0,average,3.0,6.0,14.536,4.395,0.176,5.941,C,6.262
3460,Male,No,25.0,No,Doctor,9.0,low,4.0,6.0,7.362,7.195,5.056,4.324,A,5.984
3461,Female,No,33.0,No,Engineer,1.0,low,3.0,6.0,15.261,4.601,11.37,7.935,C,9.792
3462,Female,Yes,38.0,Yes,Doctor,0.0,average,2.0,6.0,11.057,1.11,14.74,13.571,C,10.12
3463,Female,Yes,43.0,Yes,Artist,0.0,average,2.0,1.0,10.699,2.781,7.903,7.287,C,7.168
3464,Male,No,20.0,No,Healthcare,1.0,low,2.0,3.0,13.258,5.549,8.116,7.086,D,8.502
3465,Female,Yes,37.0,No,Engineer,1.0,average,4.0,4.0,5.567,7.295,4.767,3.306,A,5.234
3466,Male,Yes,38.0,Yes,Artist,5.0,low,7.0,6.0,5.531,5.245,6.616,-0.435,A,4.239
3467,Female,No,43.0,No,Marketing,10.0,average,3.0,3.0,11.897,10.306,8.608,-2.257,D,7.139
3468,Male,Yes,35.0,No,Entertainment,0.0,average,5.0,6.0,8.132,4.609,2.497,7.452,D,5.672
3469,Female,Yes,36.0,No,Engineer,0.0,average,3.0,2.0,1.045,7.817,5.988,-0.041,B,3.702
3470,Female,No,20.0,No,Marketing,7.0,low,2.0,6.0,7.534,8.618,3.655,8.25,D,7.014
3471,Female,Yes,53.0,Yes,Marketing,6.0,low,1.0,6.0,9.369,4.392,-4.173,2.011,D,2.9
3472,Male,Yes,36.0,No,Doctor,1.0,average,1.0,4.0,4.102,5.58,3.924,-0.749,A,3.214
3473,Female,No,32.0,Yes,Engineer,0.0,low,2.0,6.0,2.986,1.542,7.955,-1.287,D,2.799
3474,Male,Yes,55.0,Yes,Entertainment,1.0,average,3.0,7.0,5.354,3.806,-1.685,3.548,B,2.756
3475,Male,Yes,37.0,Yes,Entertainment,0.0,average,2.0,6.0,19.017,0.383,12.186,2.787,C,8.593
3476,Female,No,27.0,Yes,Healthcare,1.0,low,3.0,6.0,5.752,8.628,12.516,5.137,D,8.008
3477,Male,No,43.0,Yes,Healthcare,1.0,low,7.0,6.0,14.209,1.625,6.494,7.51,D,7.46
3478,Female,No,32.0,Yes,Engineer,1.0,low,3.0,3.0,11.87,5.871,1.952,6.046,D,6.435
3479,Female,Yes,87.0,No,Lawyer,1.0,low,1.0,6.0,5.024,3.79,6.531,3.411,A,4.689
3480,Male,Yes,86.0,No,Lawyer,13.0,low,1.0,6.0,6.332,1.939,3.621,3.169,A,3.765
3481,Female,No,42.0,Yes,Engineer,11.0,average,1.0,6.0,9.833,2.008,11.338,-1.656,D,5.381
3482,Male,No,37.0,Yes,Artist,0.0,low,1.0,6.0,4.618,2.957,1.768,2.408,B,2.938
3483,Female,No,25.0,No,Doctor,1.0,average,7.0,6.0,18.874,2.601,5.901,0.593,D,6.992
3484,Male,No,19.0,No,Doctor,0.0,low,4.0,6.0,10.416,5.084,1.332,13.011,D,7.461
3485,Male,Yes,42.0,No,Artist,7.0,average,5.0,6.0,-7.759,0.775,4.052,-6.247,B,-2.295
3486,Male,Yes,33.0,No,Doctor,0.0,low,4.0,4.0,15.646,6.503,5.545,-7.307,D,5.097
3487,Male,Yes,41.0,Yes,Artist,8.0,average,2.0,6.0,5.34,6.658,5.898,-2.086,B,3.952
3488,Female,No,27.0,Yes,Doctor,1.0,low,2.0,3.0,11.978,0.343,6.862,2.925,D,5.527
3489,Male,Yes,84.0,No,Lawyer,1.0,low,3.0,6.0,12.549,7.485,8.712,9.261,D,9.502
3490,Male,No,22.0,No,Healthcare,10.0,average,4.0,6.0,3.553,-0.775,6.696,3.714,D,3.297
3491,Male,Yes,50.0,Yes,Artist,1.0,average,3.0,6.0,15.143,6.642,-6.699,8.513,C,5.9
3492,Female,No,30.0,Yes,Healthcare,4.0,low,4.0,6.0,6.007,3.905,3.968,9.076,D,5.739
3493,Female,No,23.0,No,Healthcare,1.0,low,4.0,6.0,7.495,6.541,7.361,-2.715,D,4.671
3494,Male,No,27.0,No,Artist,9.0,average,8.0,6.0,16.724,7.712,0.405,6.889,D,7.932
3495,Female,No,35.0,Yes,Artist,8.0,low,1.0,6.0,0.221,5.677,6.545,-0.617,B,2.956
3496,Male,No,23.0,No,Healthcare,1.0,average,2.0,6.0,10.781,2.75,8.964,9.146,D,7.91
3497,Male,Yes,56.0,Yes,Artist,0.0,average,3.0,6.0,-0.9,7.91,1.081,10.733,B,4.706
3498,Female,Yes,41.0,Yes,Artist,1.0,average,3.0,2.0,1.629,4.675,1.739,-3.129,B,1.229
3499,Female,No,25.0,No,Doctor,1.0,low,3.0,6.0,3.455,3.851,4.114,6.769,B,4.547
3500,Male,Yes,41.0,Yes,Doctor,1.0,low,2.0,6.0,15.77,8.864,11.488,9.665,C,11.447
3501,Female,No,27.0,No,Homemaker,14.0,low,1.0,6.0,11.067,-3.754,-0.344,5.284,D,3.063
3502,Male,Yes,43.0,Yes,Doctor,3.0,average,2.0,6.0,6.286,2.373,3.184,-1.333,B,2.628
3503,Male,Yes,40.0,Yes,Artist,1.0,average,5.0,6.0,6.093,6.682,7.882,1.805,A,5.616
3504,Female,Yes,45.0,No,Artist,4.0,average,4.0,6.0,4.505,7.23,8.988,1.17,B,5.473
3505,Female,Yes,82.0,No,Lawyer,0.0,high,2.0,6.0,6.654,5.854,2.335,1.709,C,4.138
3506,Female,No,28.0,Yes,Artist,1.0,low,1.0,6.0,4.378,1.683,7.048,1.88,A,3.747
3507,Female,Yes,63.0,Yes,Artist,0.0,high,4.0,6.0,5.372,8.157,14.846,11.54,C,9.979
3508,Female,No,35.0,Yes,Artist,13.0,average,2.0,6.0,8.072,11.438,3.866,6.009,B,7.346
3509,Female,Yes,89.0,No,Lawyer,1.0,average,2.0,6.0,4.791,-1.155,3.127,4.888,A,2.913
3510,Male,No,20.0,No,Healthcare,1.0,low,4.0,6.0,9.017,3.834,1.236,2.558,D,4.161
3511,Female,No,40.0,Yes,Healthcare,1.0,low,1.0,4.0,7.027,7.015,8.772,5.225,A,7.01
3512,Male,No,25.0,Yes,Marketing,8.0,low,3.0,6.0,4.142,4.385,7.29,4.405,A,5.056
3513,Male,Yes,49.0,Yes,Artist,2.0,average,4.0,2.0,5.976,10.032,7.09,5.821,C,7.23
3514,Female,Yes,47.0,Yes,Artist,1.0,average,2.0,6.0,4.784,6.311,5.543,-3.192,B,3.361
3515,Male,Yes,30.0,Yes,Artist,0.0,average,2.0,6.0,4.252,4.427,4.641,-0.252,B,3.267
3516,Female,Yes,40.0,Yes,Doctor,0.0,low,1.0,2.0,6.989,5.688,5.973,3.585,A,5.559
3517,Male,Yes,39.0,Yes,Healthcare,7.0,average,5.0,3.0,3.62,3.711,8.354,0.945,A,4.158
3518,Male,Yes,61.0,Yes,Artist,1.0,average,5.0,4.0,-0.28,4.396,3.63,-3.175,B,1.143
3519,Female,No,28.0,No,Engineer,1.0,low,4.0,4.0,5.679,8.208,4.873,4.445,A,5.801
3520,Male,No,18.0,No,Healthcare,0.0,average,3.0,4.0,9.663,5.792,12.35,10.029,D,9.458
3521,Female,Yes,55.0,Yes,Artist,0.0,average,4.0,6.0,5.668,10.854,9.107,19.585,C,11.304
3522,Male,No,40.0,No,Engineer,5.0,low,2.0,6.0,10.941,7.618,4.649,-0.943,D,5.566
3523,Female,No,40.0,Yes,Doctor,10.0,low,5.0,6.0,6.51,4.155,5.011,5.636,D,5.328
3524,Male,Yes,66.0,No,Engineer,1.0,low,2.0,6.0,2.046,2.623,7.942,3.215,A,3.956
3525,Female,No,46.0,Yes,Engineer,1.0,low,1.0,6.0,2.789,9.022,3.297,0.231,D,3.835
3526,Female,Yes,52.0,Yes,Artist,0.0,average,3.0,7.0,21.619,2.69,9.055,16.247,C,12.403
3527,Female,No,23.0,No,Healthcare,0.0,low,4.0,6.0,12.504,10.775,11.276,-1.305,D,8.313
3528,Female,No,27.0,No,Healthcare,5.0,low,3.0,2.0,8.384,1.708,-0.685,0.253,D,2.415
3529,Female,Yes,37.0,Yes,Artist,1.0,average,3.0,3.0,8.984,0.65,6.475,-0.226,B,3.971
3530,Female,No,46.0,No,Homemaker,9.0,low,1.0,6.0,4.933,7.559,7.457,4.407,D,6.089
3531,Female,No,22.0,No,Healthcare,0.0,low,3.0,6.0,13.716,8.69,6.822,9.654,D,9.72
3532,Male,Yes,42.0,Yes,Artist,0.0,average,2.0,6.0,20.286,7.24,11.378,8.623,C,11.882
3533,Female,Yes,35.0,Yes,Artist,1.0,average,2.0,3.0,1.615,-0.799,9.967,-0.262,B,2.63
3534,Male,Yes,39.0,No,Executive,5.0,high,3.0,4.0,10.603,0.821,10.859,5.594,D,6.969
3535,Female,No,27.0,Yes,Healthcare,0.0,low,4.0,6.0,-0.047,8.642,9.391,5.482,B,5.867
3536,Female,Yes,39.0,Yes,Artist,0.0,average,3.0,3.0,2.766,6.764,5.846,16.985,C,8.09
3537,Female,No,22.0,No,Entertainment,1.0,low,3.0,6.0,8.918,5.297,1.569,4.279,D,5.016
3538,Male,No,31.0,Yes,Artist,4.0,average,4.0,6.0,5.979,0.525,6.258,5.55,A,4.578
3539,Female,Yes,48.0,No,Engineer,1.0,average,6.0,3.0,5.778,5.61,6.793,10.043,A,7.056
3540,Female,Yes,74.0,Yes,Lawyer,1.0,high,3.0,6.0,-2.562,-3.023,1.173,1.113,B,-0.825
3541,Female,Yes,40.0,Yes,Engineer,12.0,average,3.0,6.0,4.893,4.196,5.216,1.074,B,3.845
3542,Male,No,26.0,No,Doctor,2.0,low,4.0,6.0,4.08,-0.869,-1.301,3.37,B,1.32
3543,Male,No,35.0,Yes,Artist,0.0,low,1.0,6.0,6.924,5.283,5.139,5.275,A,5.655
3544,Male,No,49.0,Yes,Doctor,5.0,average,1.0,6.0,7.353,4.019,8.815,8.34,D,7.132
3545,Male,Yes,26.0,No,Artist,7.0,low,4.0,4.0,5.528,2.528,6.619,5.35,A,5.006
3546,Female,Yes,74.0,Yes,Lawyer,1.0,average,2.0,6.0,9.253,5.083,5.333,5.3,A,6.242
3547,Female,Yes,56.0,Yes,Engineer,1.0,high,3.0,3.0,-4.451,-1.351,3.348,2.938,B,0.121
3548,Female,Yes,49.0,Yes,Artist,2.0,average,2.0,6.0,18.905,7.394,8.993,14.083,C,12.344
3549,Male,No,19.0,No,Healthcare,1.0,average,8.0,4.0,3.411,9.108,5.244,4.517,D,5.57
3550,Male,No,39.0,Yes,Artist,2.0,low,3.0,4.0,2.062,3.49,6.897,-0.381,B,3.017
3551,Male,Yes,37.0,Yes,Executive,0.0,high,4.0,6.0,1.013,0.968,5.009,6.341,B,3.333
3552,Male,No,41.0,Yes,Doctor,0.0,average,1.0,6.0,4.225,8.06,4.144,8.366,A,6.199
3553,Female,No,26.0,Yes,Homemaker,8.0,low,2.0,6.0,12.715,2.575,1.774,1.248,D,4.578
3554,Female,Yes,38.0,No,Doctor,1.0,average,3.0,4.0,10.04,2.841,4.763,6.007,A,5.913
3555,Male,Yes,35.0,Yes,Artist,0.0,low,3.0,6.0,13.659,7.96,6.275,11.499,C,9.848
3556,Male,Yes,49.0,Yes,Artist,0.0,average,2.0,6.0,12.126,4.628,14.496,7.362,C,9.653
3557,Female,No,38.0,No,Doctor,0.0,low,1.0,6.0,9.979,7.887,12.887,8.839,C,9.898
3558,Male,Yes,70.0,No,Executive,1.0,high,2.0,6.0,6.329,1.125,4.102,4.378,A,3.984
3559,Male,No,21.0,No,Doctor,9.0,low,3.0,7.0,9.98,3.512,5.856,7.048,D,6.599
3560,Male,Yes,58.0,Yes,Artist,8.0,average,1.0,3.0,3.817,3.962,5.852,1.788,B,3.855
3561,Female,No,28.0,No,Artist,5.0,low,5.0,3.0,5.342,2.553,9.765,2.467,C,5.032
3562,Male,Yes,57.0,No,Executive,0.0,low,1.0,6.0,6.264,3.849,4.371,1.762,A,4.061
3563,Male,Yes,37.0,Yes,Artist,1.0,average,2.0,6.0,6.021,6.004,9.029,-0.573,B,5.12
3564,Female,Yes,52.0,No,Marketing,1.0,average,3.0,4.0,13.154,10.324,4.024,5.581,D,8.271
3565,Female,Yes,30.0,Yes,Doctor,4.0,low,2.0,6.0,7.297,7.746,3.646,1.747,D,5.109
3566,Male,Yes,35.0,Yes,Artist,0.0,average,2.0,6.0,8.343,9.782,16.902,10.08,C,11.277
3567,Female,No,31.0,Yes,Artist,14.0,low,3.0,2.0,5.463,4.216,5.554,6.617,A,5.462
3568,Male,Yes,37.0,Yes,Doctor,0.0,average,2.0,6.0,3.328,4.73,6.951,3.309,A,4.58
3569,Male,Yes,71.0,Yes,Executive,0.0,high,2.0,6.0,4.894,1.089,2.83,-1.323,B,1.872
3570,Male,Yes,66.0,Yes,Healthcare,0.0,low,1.0,4.0,4.978,4.308,6.216,2.069,D,4.393
3571,Male,No,26.0,Yes,Artist,0.0,low,4.0,4.0,7.115,-0.705,4.933,6.151,D,4.374
3572,Female,No,31.0,No,Healthcare,8.0,low,4.0,6.0,1.749,3.66,7.25,2.312,D,3.743
3573,Male,Yes,67.0,Yes,Artist,0.0,average,6.0,1.0,10.106,7.257,2.923,6.276,B,6.64
3574,Female,Yes,51.0,Yes,Artist,1.0,average,5.0,6.0,8.677,7.902,11.483,11.019,C,9.77
3575,Female,No,39.0,Yes,Artist,7.0,low,1.0,6.0,0.927,6.41,6.604,0.267,B,3.552
3576,Female,Yes,60.0,Yes,Artist,2.0,average,2.0,3.0,16.415,9.232,0.222,3.88,C,7.437
3577,Female,Yes,46.0,No,Entertainment,4.0,average,3.0,4.0,7.216,8.172,3.05,7.49,A,6.482
3578,Male,Yes,36.0,Yes,Doctor,9.0,average,2.0,6.0,16.079,4.552,14.385,12.909,C,11.981
3579,Female,No,30.0,No,Engineer,0.0,average,1.0,6.0,7.252,3.759,6.569,5.181,A,5.69
3580,Female,Yes,69.0,Yes,Artist,1.0,average,2.0,6.0,12.489,3.38,6.505,8.96,C,7.834
3581,Male,No,32.0,No,Homemaker,8.0,low,3.0,4.0,5.39,6.303,7.25,1.887,A,5.208
3582,Female,Yes,40.0,Yes,Artist,6.0,average,2.0,6.0,5.973,4.645,14.788,6.137,C,7.886
3583,Female,Yes,83.0,No,Lawyer,0.0,high,2.0,6.0,0.454,0.565,4.369,2.571,B,1.99
3584,Male,Yes,51.0,Yes,Artist,0.0,average,3.0,6.0,18.306,7.471,7.028,3.816,C,9.155
3585,Male,Yes,33.0,No,Doctor,0.0,average,5.0,6.0,9.346,7.245,9.747,4.962,D,7.825
3586,Male,Yes,43.0,Yes,Entertainment,1.0,average,4.0,4.0,-0.178,6.356,2.449,1.936,B,2.641
3587,Male,Yes,71.0,No,Lawyer,0.0,low,5.0,3.0,6.969,7.989,4.661,4.523,D,6.036
3588,Male,Yes,50.0,Yes,Executive,1.0,high,5.0,6.0,1.858,7.645,5.754,2.811,B,4.517
3589,Male,Yes,57.0,Yes,Artist,1.0,average,2.0,6.0,13.953,5.823,5.637,2.859,C,7.068
3590,Male,Yes,35.0,Yes,Artist,2.0,average,2.0,6.0,9.917,1.68,16.051,11.424,C,9.768
3591,Female,Yes,66.0,Yes,Artist,0.0,high,3.0,6.0,3.115,4.693,2.09,-1.797,B,2.025
3592,Female,Yes,46.0,Yes,Artist,0.0,low,1.0,3.0,6.894,7.442,-1.773,0.53,B,3.273
3593,Male,No,26.0,No,Healthcare,1.0,low,1.0,4.0,8.879,9.466,-2.391,5.453,D,5.352
3594,Male,No,21.0,No,Healthcare,1.0,average,3.0,3.0,10.145,9.193,9.216,6.445,D,8.75
3595,Female,No,42.0,Yes,Artist,8.0,low,2.0,6.0,15.997,10.736,14.354,12.365,C,13.363
3596,Female,Yes,40.0,Yes,Entertainment,1.0,low,2.0,6.0,0.165,0.35,3.866,0.541,B,1.231
3597,Male,No,27.0,No,Doctor,0.0,low,4.0,1.0,8.525,2.513,5.141,0.477,D,4.164
3598,Female,Yes,37.0,Yes,Artist,2.0,low,2.0,7.0,16.879,6.558,11.026,7.169,C,10.408
3599,Male,No,35.0,Yes,Artist,9.0,low,3.0,6.0,4.52,3.178,5.784,3.176,A,4.164
3600,Male,No,28.0,Yes,Healthcare,0.0,low,1.0,6.0,9.115,15.047,5.461,4.249,D,8.468
3601,Male,No,27.0,No,Entertainment,6.0,low,2.0,6.0,11.936,4.857,8.114,6.422,D,7.832
3602,Female,Yes,81.0,Yes,Lawyer,1.0,low,1.0,6.0,19.601,8.589,16.951,5.733,C,12.718
3603,Male,No,25.0,Yes,Doctor,0.0,low,2.0,6.0,14.12,10.21,10.749,3.081,D,9.54
3604,Male,Yes,72.0,Yes,Executive,1.0,average,3.0,6.0,10.296,3.428,12.316,10.856,C,9.224
3605,Female,No,33.0,Yes,Doctor,0.0,low,5.0,6.0,15.254,11.454,9.374,5.556,C,10.41
3606,Male,Yes,40.0,Yes,Engineer,7.0,low,2.0,3.0,-4.502,4.01,4.502,-0.522,B,0.872
3607,Male,No,52.0,Yes,Artist,3.0,low,1.0,6.0,6.496,5.984,8.066,-5.958,B,3.647
3608,Male,No,23.0,No,Healthcare,0.0,low,4.0,6.0,5.405,0.51,10.481,-6.948,D,2.362
3609,Female,No,31.0,No,Healthcare,0.0,low,4.0,6.0,10.681,3.723,1.314,-0.972,D,3.686
3610,Female,No,35.0,Yes,Artist,1.0,low,1.0,6.0,11.247,1.486,4.911,0.894,B,4.634
3611,Female,No,63.0,No,Entertainment,0.0,low,1.0,2.0,6.323,0.545,5.45,-1.65,B,2.667
3612,Female,Yes,37.0,Yes,Artist,7.0,average,2.0,2.0,11.961,14.437,17.008,2.363,C,11.442
3613,Female,Yes,67.0,Yes,Artist,9.0,low,3.0,6.0,9.183,6.587,-0.247,-1.096,B,3.607
3614,Female,No,37.0,Yes,Healthcare,1.0,low,1.0,6.0,7.274,4.425,1.195,-1.975,B,2.73
3615,Male,No,22.0,No,Healthcare,7.0,low,4.0,3.0,5.806,-1.778,6.872,-1.705,D,2.299
3616,Female,Yes,46.0,Yes,Entertainment,4.0,low,3.0,6.0,13.74,5.252,19.988,4.954,C,10.984
3617,Male,Yes,41.0,Yes,Artist,6.0,average,2.0,6.0,19.622,4.122,8.376,7.857,C,9.994
3618,Female,No,59.0,Yes,Entertainment,1.0,low,2.0,6.0,6.198,3.747,1.712,4.4,A,4.014
3619,Male,Yes,84.0,Yes,Lawyer,0.0,average,3.0,6.0,7.788,3.541,5.759,8.66,A,6.437
3620,Male,Yes,50.0,Yes,Artist,1.0,low,3.0,6.0,0.492,1.558,5.579,2.818,A,2.612
3621,Female,Yes,52.0,No,Engineer,0.0,average,3.0,4.0,7.053,6.763,7.445,3.885,A,6.286
3622,Female,Yes,74.0,Yes,Lawyer,12.0,high,2.0,6.0,6.335,2.955,8.19,12.894,C,7.593
3623,Male,Yes,47.0,Yes,Entertainment,1.0,average,4.0,6.0,13.017,14.031,10.292,5.467,C,10.702
3624,Female,Yes,45.0,Yes,Engineer,0.0,average,5.0,6.0,9.204,7.701,9.424,6.76,C,8.272
3625,Male,Yes,53.0,Yes,Healthcare,0.0,high,4.0,6.0,7.962,3.189,2.257,2.555,A,3.991
3626,Female,No,40.0,Yes,Artist,8.0,low,1.0,6.0,5.806,5.276,5.687,3.354,A,5.031
3627,Male,No,40.0,No,Healthcare,0.0,low,3.0,6.0,4.73,3.161,3.483,4.813,D,4.047
3628,Female,No,50.0,Yes,Engineer,1.0,average,5.0,6.0,9.31,2.214,7.643,7.026,A,6.548
3629,Female,No,42.0,Yes,Artist,0.0,low,1.0,6.0,1.039,3.125,6.626,-3.524,B,1.816
3630,Male,No,29.0,Yes,Entertainment,8.0,average,4.0,6.0,9.8,13.698,10.243,8.848,C,10.647
3631,Male,Yes,40.0,Yes,Marketing,1.0,average,2.0,2.0,7.707,8.509,2.555,4.595,A,5.842
3632,Male,No,18.0,No,Entertainment,1.0,low,4.0,6.0,5.326,-2.521,7.151,4.015,D,3.493
3633,Male,Yes,46.0,No,Engineer,0.0,average,3.0,6.0,-2.316,6.393,4.596,3.616,B,3.072
3634,Male,Yes,68.0,Yes,Lawyer,1.0,high,2.0,6.0,7.886,7.22,2.376,7.711,D,6.298
3635,Male,Yes,72.0,Yes,Artist,0.0,average,2.0,6.0,0.608,6.06,8.228,-1.378,B,3.379
3636,Male,Yes,66.0,Yes,Lawyer,1.0,high,2.0,4.0,8.321,11.465,7.786,4.253,C,7.956
3637,Female,Yes,41.0,No,Marketing,8.0,low,2.0,6.0,4.332,8.641,5.384,5.601,A,5.99
3638,Male,Yes,82.0,No,Lawyer,1.0,high,3.0,6.0,8.386,4.838,8.722,4.331,A,6.569
